FID,ORGANIZATI,FIRENAME,FIRENUMBER,FIRECODE,CAUSE,SPECCAUSE,STATCAUSE,SIZECLASS,FIRETYPE,YEAR_,STARTDATED,CONTRDATED,OUTDATED,STATE,STATE_FIPS,DLATITUDE,DLONGITUDE,TOTALACRES,TRPGENCAUS,TRPSPECCAU
233150,FS,NORTH BUFFALO,28,P4G6XA,Human,9,4,G,0,2012,8/24/12 0:00,10/24/12 0:00,10/24/12 0:00,Wyoming,56,43.92555556,-110.2111111,29950,0,0
233308,FS,KING GULCH,111, ,Natural,1,1,G,0,1989,7/26/89 0:00,8/10/89 0:00,10/15/89 0:00,Idaho,16,43.93166667,-115.7716667,5000,0,0
234077,FS,MOSS RIDGE,65,G42263,Natural,1,1,F,0,2003,8/16/03 0:00,11/3/03 0:00,11/3/03 0:00,Wyoming,56,43.95583333,-110.3666667,3055,0,0
234150,FS,18 FIRE  0555,90,P63761,Human,30,9,F,0,2003,7/23/03 0:00,7/28/03 0:00,9/16/03 0:00,Oregon,41,43.95861111,-121.2652778,3800,0,0
234472,FS,ENOS,46,P42012,Natural,1,1,G,0,2000,8/6/00 0:00,10/11/00 0:00,11/1/00 0:00,Wyoming,56,43.96888889,-110.2694444,6600,0,0
234476,FS,HARDLUCK,16,P2HR4Q,Natural,1,1,G,0,2013,7/17/13 0:00,9/16/13 0:00,9/30/13 0:00,Wyoming,56,43.968889,-109.725833,24515,0,0
234563,FS,GRAVEL,42,P4FS0K,Natural,1,1,F,0,2010,8/16/10 0:00,10/27/10 0:00,10/27/10 0:00,Wyoming,56,43.97222222,-110.3172222,1144,0,0
234568,FS,CLARK,16,P68691,Human,30,9,F,0,2003,7/13/03 0:00,8/2/03 0:00,12/1/03 0:00,Oregon,41,43.9725,-122.5794444,4964,0,0
234602,FS,HORSE BUTTE,211, ,Natural,1,8,F,0,1992,8/5/92 0:00,8/8/92 0:00,9/2/92 0:00,Oregon,41,43.97333333,-121.2205556,1580,0,0
234620,FS,RABBIT CREEK,71, ,Human,8,1,G,0,1994,7/28/94 0:00,10/8/94 0:00,11/1/94 0:00,Idaho,16,43.97333333,-115.2175,29054,0,0
235234,FS,VALLEY ROAD,25,PNB5SW,Human,11,5,G,0,2005,9/3/05 0:00,9/28/05 0:00,11/3/05 0:00,Idaho,16,43.99277778,-114.7861111,40483,0,0
235281,FS,MINK,18, ,Human,23,1,G,0,1988,7/10/88 0:00,10/24/88 0:00,11/18/88 0:00,Wyoming,56,43.99527778,-110.2958333,164560,0,0
235320,FS,POISON CREEK,169,P6C8JW,Natural,1,1,F,0,2007,7/6/07 0:00,8/18/07 0:00,9/5/07 0:00,Oregon,41,43.99777778,-118.8052778,1274.8,0,0
235419,FS,GOLD FORK #2,132, ,Natural,1,1,F,0,1989,7/29/89 0:00,7/30/89 0:00,8/3/89 0:00,Idaho,16,44.00166667,-115.6333333,1720,0,0
235642,FS,LITTLE VENUS,6,P2CRU4,Natural,1,1,G,0,2006,6/19/06 0:00,9/15/06 0:00,10/31/06 0:00,Wyoming,56,44.01194444,-109.4583333,34581,0,0
235938,FS,TRAPPER RIDGE,37,G4DR4Z,Natural,1,1,G,0,2007,7/17/07 0:00,,10/16/07 0:00,Idaho,16,44.02277778,-115.3527778,20159,0,0
236353,FS,QUEASY,703,G46577,Natural,1,1,F,0,1999,8/13/99 0:00,,12/7/99 0:00,Idaho,16,44.03694444,-115.1058333,2400,0,0
236368,FS,GRAPPLE,155,P6DN2L,Natural,1,1,F,0,2007,7/6/07 0:00,8/18/07 0:00,9/5/07 0:00,Oregon,41,44.0375,-118.8297222,1056,0,0
236533,FS,HORN CREEK,106, ,Natural,1,1,F,0,1986,8/10/86 0:00,8/17/86 0:00,8/30/86 0:00,Idaho,16,44.045,-115.91,1150,0,0
236665,FS,SAWMILL CREEK,127, ,Human,10,1,F,0,1989,7/29/89 0:00,7/29/89 0:00,8/1/89 0:00,Idaho,16,44.04833333,-115.5316667,2280,0,0
236757,FS,MCPHEARSON,47, ,Natural,1,1,F,0,1989,7/27/89 0:00,8/9/89 0:00,10/1/89 0:00,Idaho,16,44.05138889,-115.1663889,2000,0,0
237074,FS,SMOKEY CREEK,133, ,Natural,1,1,G,0,1989,7/26/89 0:00,7/28/89 0:00,7/28/89 0:00,Idaho,16,44.06166667,-115.61,35562,0,0
237504,FS,EMERALD LAKE,44, ,Natural,1,1,F,0,1988,8/15/88 0:00,8/26/88 0:00,11/18/88 0:00,Wyoming,56,44.07805556,-110.2783333,1520,0,0
237956,FS,SPRUCE CREEK,258, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/11/89 0:00,11/1/89 0:00,Idaho,16,44.09666667,-115.835,1100,0,0
238064,FS,GOLD MINE,16, ,Natural,1,2,F,0,1988,7/30/88 0:00,8/3/88 0:00,9/2/88 0:00,Wyoming,56,44.10083333,-107.1383333,1344,0,0
238080,FS,ANDERSON 2,95, ,Natural,1,1,F,0,1986,8/10/86 0:00,8/30/86 0:00,9/30/86 0:00,Idaho,16,44.10166667,-115.91,4005,0,0
238084,FS,WILLIS GULCH,37, ,Natural,1,3,G,0,1988,7/26/88 0:00,8/5/88 0:00,10/20/88 0:00,Idaho,16,44.10166667,-115.465,5010,0,0
238121,FS,IRON TRIANGLE,135, ,Natural,1,1,G,0,1989,7/26/89 0:00,7/29/89 0:00,7/29/89 0:00,Idaho,16,44.10333333,-115.6333333,6560,0,0
238263,FS,Substitute Point,121, ,Natural,1,1,A,1,2015,8/13/15 0:00,,8/14/15 0:00,Oregon,41,44.10833333,-121.9011111,1182,1,1
238280,FS,FALCON,80,P42036,Natural,1,1,F,0,2001,8/5/01 0:00,11/13/01 0:00,11/13/01 0:00,Wyoming,56,44.10916667,-110.1741667,4019,0,0
238286,FS,QUEASY WILDFIRE,43,P46503,Natural,1,1,F,0,1999,10/26/99 0:00,10/29/99 0:00,12/7/99 0:00,Idaho,16,44.10944444,-115.1461111,1600,0,0
238346,FS,BUTTE CREEK,17,P4G3SA,Natural,1,1,F,0,2012,7/25/12 0:00,,10/24/12 0:00,Wyoming,56,44.11305556,-109.8116667,1515,0,0
238520,FS,0129  TWO BULLS,237, ,Human,30,9,G,0,2014,6/7/14 0:00,6/14/14 0:00,10/29/14 0:00,Oregon,41,44.11833333,-121.4727778,6908,0,0
238610,FS,POWDER,198, ,Human,9,1,G,0,1994,8/28/94 0:00,9/3/94 0:00,12/31/94 0:00,Oregon,41,44.12333333,-118.3083333,5780,0,0
238748,FS,WEST ANDERSON,88, ,Natural,1,1,F,0,1986,8/10/86 0:00,8/30/86 0:00,9/30/86 0:00,Idaho,16,44.13166667,-115.7983333,1068,0,0
238758,FS,BOULDER BASIN II,39,P27074,Natural,1,1,G,0,2003,8/19/03 0:00,9/2/03 0:00,11/5/03 0:00,Wyoming,56,44.13166667,-109.5697222,10953,0,0
239182,FS,TRAILHEAD,8,P4CZ6Q,Human,30,9,F,0,2006,7/18/06 0:00,9/7/06 0:00,11/20/06 0:00,Idaho,16,44.14972222,-115.1491667,4252,0,0
239343,FS,EIGHTMILE CREEK,23,P4E11C,Natural,1,1,F,0,2009,7/12/09 0:00,8/29/09 0:00,10/5/09 0:00,Idaho,16,44.155,-115.4133333,1264,0,0
239485,FS,ANDERSON 1,92, ,Natural,1,1,G,0,1986,8/10/86 0:00,8/30/86 0:00,9/30/86 0:00,Idaho,16,44.16166667,-115.8516667,8702,0,0
239701,FS,OR-MAF-174,85,P62166,Natural,1,1,G,0,2002,7/15/02 0:00,9/4/02 0:00,12/31/02 0:00,Oregon,41,44.16861111,-119.2272222,8145,0,0
239800,FS,PARISH CABIN FIRE,46,P6G66T,Human,30,7,G,0,2012,8/28/12 0:00,10/16/12 0:00,11/27/12 0:00,Oregon,41,44.17222222,-118.7819444,6481,0,0
239821,FS,ANDERSON 3,97, ,Human,9,1,F,0,1986,8/10/86 0:00,8/30/86 0:00,9/30/86 0:00,Idaho,16,44.17333333,-115.8716667,4775,0,0
239884,FS,0537  POLE CREEK,122,P6G7ZZ,Natural,1,1,G,0,2012,9/8/12 0:00,10/17/12 0:00,,Oregon,41,44.175,-121.6952778,26795,0,0
239916,FS,LIGHTNING,57,P4DR50,Natural,1,1,G,0,2007,7/17/07 0:00,10/31/07 0:00,10/31/07 0:00,Idaho,16,44.17611111,-115.8397222,6994,0,0
240788,FS,CASTRO,32,P4F9JU,Natural,1,1,F,0,2011,8/4/11 0:00,,11/2/11 0:00,Idaho,16,44.21166667,-115.3533333,4853,0,0
240843,FS,CANYON CREEK,76,P41961,Human,30,7,G,0,2003,8/11/03 0:00,8/22/03 0:00,10/1/03 0:00,Idaho,16,44.21472222,-115.2455556,5400,0,0
240880,FS,DELICIOUS,93, ,Human,8,1,F,0,1990,7/11/90 0:00,7/14/90 0:00,8/20/90 0:00,Oregon,41,44.21583333,-121.5163889,1075,0,0
240989,FS,0476  ROOSTER ROCK,101,P6FPP0,Human,30,9,G,0,2010,8/1/10 0:00,8/15/10 0:00,12/7/10 0:00,Oregon,41,44.21944444,-121.5844444,6134,0,0
241032,FS,SKIDROAD,110, ,Natural,1,1,F,0,1986,8/10/86 0:00,8/22/86 0:00,9/10/86 0:00,Idaho,16,44.22,-115.9383333,1662,0,0
241494,FS,DORN DRAW II,28, ,Natural,1,1,F,0,1988,8/13/88 0:00,8/18/88 0:00,9/13/88 0:00,Wyoming,56,44.23444444,-107.3494444,1514,0,0
241551,FS,RIDGE,31,P4EKW2,Natural,1,1,G,0,2013,7/16/13 0:00,9/19/13 0:00,9/19/13 0:00,Idaho,16,44.236111,-115.401111,5315,0,0
241764,FS,IRONSIDE,203, ,Human,8,1,G,0,1994,8/27/94 0:00,9/6/94 0:00,12/31/94 0:00,Oregon,41,44.24333333,-118.2133333,10110,0,0
241767,FS,RED MOUNTAIN,85,P4C3ZE,Human,9,4,G,0,2006,8/13/06 0:00,10/6/06 0:00,11/6/06 0:00,Idaho,16,44.24333333,-115.3863889,35482,0,0
242129,FS,SNOWSHOE,69, ,Human,30,1,G,0,1990,8/6/90 0:00,8/19/90 0:00,12/31/90 0:00,Oregon,41,44.25333333,-118.5666667,12981,0,0
242202,FS,SHEEP MOUNTAIN,135, ,Natural,1,1,G,0,1990,8/6/90 0:00,8/20/90 0:00,12/31/90 0:00,Oregon,41,44.255,-118.4833333,11306,0,0
242238,FS,0386 FOX,15, ,Natural,1,1,G,0,2014,7/13/14 0:00,12/2/14 0:00,12/2/14 0:00,Oregon,41,44.25555556,-120.1886111,9848,0,0
242399,FS,0570  BLACK CRATER,78,P6C03X,Natural,1,1,G,0,2006,7/23/06 0:00,10/1/06 0:00,11/17/06 0:00,Oregon,41,44.26083333,-121.7361111,9400,0,0
242557,FS,LITTLE MALHEUR,242, ,Human,8,1,G,0,1994,8/28/94 0:00,9/6/94 0:00,12/31/94 0:00,Oregon,41,44.265,-118.1433333,10110,0,0
242640,FS,CORRAL BASIN,33, ,Natural,1,1,F,0,1990,7/1/90 0:00,7/21/90 0:00,8/8/90 0:00,Oregon,41,44.26666667,-118.55,1100,0,0
242647,FS,LOOKOUT MOUNTAIN,61, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/23/89 0:00,10/30/89 0:00,Oregon,41,44.26666667,-118.4833333,2175,0,0
242773,FS,SCOTT MOUNTAIN,116,P6FS24,Natural,1,1,F,0,2010,8/17/10 0:00,11/22/10 0:00,11/22/10 0:00,Oregon,41,44.26944444,-121.9086111,3454,0,0
243126,FS,OR-MAF-178,88,P62164,Natural,1,1,G,0,2002,7/16/02 0:00,9/17/02 0:00,12/31/02 0:00,Oregon,41,44.27916667,-118.6836111,9133,0,0
243272,FS,RAIL CREEK,143, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/23/89 0:00,10/30/89 0:00,Oregon,41,44.28333333,-118.4883333,3000,0,0
243323,FS,CASNER,76,P4FTR8,Natural,1,1,F,0,2010,8/26/10 0:00,10/24/10 0:00,10/26/10 0:00,Idaho,16,44.28388889,-115.4519444,1113,0,0
243380,FS,OR-MAF-103,48,P62164,Natural,1,1,G,0,2002,7/12/02 0:00,9/8/02 0:00,12/31/02 0:00,Oregon,41,44.28527778,-118.2794444,24667,0,0
243690,FS,LOST,19, ,Natural,1,1,G,0,1988,8/12/88 0:00,9/15/88 0:00,11/1/88 0:00,Wyoming,56,44.29472222,-107.0480556,13100,0,0
243704,FS,WILDCAT,19, ,Natural,1,1,G,0,1996,7/26/96 0:00,9/14/96 0:00,12/31/96 0:00,Oregon,41,44.295,-118.7416667,10146.2,0,0
243919,FS,RATTLESNAKE,103,P4C4ST,Natural,1,1,G,0,2006,8/20/06 0:00,11/6/06 0:00,11/30/06 0:00,Idaho,16,44.30138889,-115.7872222,43600,0,0
244015,FS,NORRIS,28,P27068,Natural,1,1,G,0,2003,8/11/03 0:00,9/3/03 0:00,11/5/03 0:00,Wyoming,56,44.30444444,-109.8822222,5425,0,0
244097,FS,0668 - LAKE GEORGE,184,P6C3KJ,Natural,1,1,G,0,2006,8/5/06 0:00,10/16/06 0:00,12/4/06 0:00,Oregon,41,44.3075,-121.8138889,5550,0,0
244161,FS,LUCKY,66,P4DR50,Natural,1,1,F,0,2007,7/17/07 0:00,8/6/07 0:00,10/31/07 0:00,Idaho,16,44.30861111,-115.8961111,1582,0,0
244197,FS,OR-MAF-149,40,P6E21Z,Human,9,4,F,0,2009,7/24/09 0:00,8/12/09 0:00,9/4/09 0:00,Oregon,41,44.31,-118.92,1100,0,0
244357,FS,PINE CK INCIDENT 814,67, ,Natural,1,1,F,0,1995,9/15/95 0:00,9/18/95 0:00,10/1/95 0:00,Oregon,41,44.315,-119.5655556,1025,0,0
244417,FS,LITTLE BALDY MT,76, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/23/89 0:00,10/30/89 0:00,Oregon,41,44.31666667,-118.5,3500,0,0
244419,FS,LITTLE BALDY CR,144, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/23/89 0:00,10/30/89 0:00,Oregon,41,44.31666667,-118.4666667,1415,0,0
244448,FS,CUB CREEK,107, ,Natural,1,1,F,0,1992,8/3/92 0:00,8/9/92 0:00,9/10/92 0:00,Idaho,16,44.31666667,-115.505,2910,0,0
244450,FS,COUNTY LINE,52, ,Human,15,1,F,0,1992,7/31/92 0:00,7/31/92 0:00,10/10/92 0:00,Idaho,16,44.31666667,-115.325,1290,0,0
244511,FS,MONUMENT ROCK,377, ,Human,9,1,G,0,1989,7/26/89 0:00,8/9/89 0:00,10/26/89 0:00,Oregon,41,44.31833333,-118.2830556,9822,0,0
244552,FS,747 FIRE     0747,19,P60770,Natural,1,1,G,0,2002,7/13/02 0:00,9/30/02 0:00,1/5/03 0:00,Oregon,41,44.31972222,-119.6369444,16948,0,0
244624,FS,CITADEL,3,P2DKX6,Natural,1,1,F,0,2007,6/2/07 0:00,7/10/07 0:00,9/5/07 0:00,Wyoming,56,44.32194444,-109.5383333,1974,0,0
244679,FS,POTATO,28,P4C1S2,Natural,1,1,G,0,2006,7/26/06 0:00,9/18/06 0:00,9/20/06 0:00,Idaho,16,44.32472222,-114.8394444,18236,0,0
244700,FS,OR-MAF-111,52,P62164,Natural,1,1,F,0,2002,7/12/02 0:00,9/17/02 0:00,12/31/02 0:00,Oregon,41,44.325,-118.5963889,4567,0,0
245035,FS,SWEDE,6,H9MC,Natural,1,1,F,0,2014,7/21/14 0:00,9/11/14 0:00,10/6/14 0:00,Wyoming,56,44.33527778,-109.6688889,1529,0,0
245179,FS,SAGE FLAT,60, ,Natural,1,5,F,0,1992,6/8/92 0:00,6/12/92 0:00,8/15/92 0:00,Oregon,41,44.34055556,-121.5252778,1095,0,0
245184,FS,0644  OCHOCOFIREUSE,36,G6EFK1,Natural,1,1,F,0,2008,8/7/08 0:00,8/26/08 0:00,11/4/08 0:00,Oregon,41,44.34055556,-119.7127778,1620,0,0
245252,FS,GW,74,P6DY3E,Natural,1,1,G,0,2007,8/30/07 0:00,9/30/07 0:00,11/16/07 0:00,Oregon,41,44.34305556,-121.8063889,7357,0,0
245287,FS,LANTZ,207, ,Human,4,2,G,0,1985,8/21/85 0:00,8/25/85 0:00,,Wyoming,56,44.34388889,-104.2444444,6880,0,0
245404,FS,SHEEP TRAIL,70,P4DR50,Natural,1,1,G,0,2007,7/17/07 0:00,10/1/07 0:00,10/31/07 0:00,Idaho,16,44.34944444,-115.4936111,8759,0,0
245667,FS,0676  SHADOW LAKE,148,P6GC8J,Natural,1,1,G,0,2011,8/28/11 0:00,10/5/11 0:00,11/18/11 0:00,Oregon,41,44.35833333,-121.8408333,10000,0,0
245795,FS,317 MR,132,P6J3UJ,Human,30,4,A,1,2015,9/22/15 0:00,,9/23/15 0:00,Oregon,41,44.36222222,-121.9883333,17823,2,30
245982,FS,BALD SISTERS -#14295,47, ,Natural,1,1,F,0,2014,8/1/14 0:00,10/28/14 0:00,11/24/14 0:00,Oregon,41,44.36916667,-118.4422222,2972,0,0
246049,FS,RANKIN CREEK,71,P46038,Natural,1,1,G,0,2000,8/10/00 0:00,9/2/00 0:00,11/6/00 0:00,Idaho,16,44.37166667,-114.73,6710,0,0
246058,FS,CEMENT,44,P2B1RA,Natural,1,1,F,0,2005,7/23/05 0:00,7/27/05 0:00,9/20/05 0:00,Wyoming,56,44.37194444,-104.1741667,3025,0,0
246301,FS,BANNER,33,P4FSG8,Natural,1,1,F,0,2010,8/19/10 0:00,10/25/10 0:00,10/26/10 0:00,Idaho,16,44.38027778,-115.2097222,2388,0,0
246511,FS,BLACKWATER,37,P27068,Natural,1,1,F,0,2003,8/15/03 0:00,9/3/03 0:00,11/5/03 0:00,Wyoming,56,44.38722222,-109.7655556,1462,0,0
246519,FS,CASHE MOUNTIAN  0985,101,P60782,Natural,1,1,F,0,2002,7/23/02 0:00,8/20/02 0:00,6/24/03 0:00,Oregon,41,44.38777778,-121.7722222,4358,0,0
246672,FS,LINK   0390,52,P63739,Human,30,9,F,0,2003,7/5/03 0:00,11/4/03 0:00,,Oregon,41,44.39333333,-121.7902778,3590,0,0
247024,FS,COUNTY LINE,102, ,Natural,1,1,G,0,1992,7/31/92 0:00,8/10/92 0:00,9/10/92 0:00,Idaho,16,44.40333333,-115.325,8310,0,0
247547,FS,NORTH FORK,29, ,Human,10,3,G,0,1988,7/22/88 0:00,11/4/88 0:00,11/13/88 0:00,Idaho,16,44.42,-111.105,427680,0,0
247593,FS,NORTH FORK,57, ,Natural,1,3,G,0,1988,7/22/88 0:00,10/17/88 0:00,11/13/88 0:00,Idaho,16,44.42166667,-111.1083333,400100,0,0
247646,FS,0792   SUMMIT SPRING,194,PNEG6H,Natural,1,1,F,0,2008,8/17/08 0:00,8/29/08 0:00,12/15/08 0:00,Oregon,41,44.42361111,-121.5055556,1926,0,0
247803,FS,HALSTEAD,16,P4EKW8,Natural,1,1,G,0,2012,7/27/12 0:00,10/24/12 0:00,11/26/12 0:00,Idaho,16,44.42972222,-115.1722222,181948,0,0
247813,FS,LAIDLOW,136,P46384,Natural,1,1,F,0,1998,8/22/98 0:00,9/7/98 0:00,10/30/98 0:00,Idaho,16,44.43,-115.1466667,3900,0,0
247914,FS,GILEAD,16,P2EKT8,Natural,1,1,G,0,2012,8/14/12 0:00,10/17/12 0:00,10/23/12 0:00,Wyoming,56,44.43277778,-106.9591667,8189,0,0
247993,FS,BOOTH  0848,138,P63789,Natural,1,1,G,0,2003,8/4/03 0:00,11/4/03 0:00,,Oregon,41,44.435,-121.8311111,79734,0,0
248238,FS,815,11,P6GG03,Human,8,9,F,0,2011,9/22/11 0:00,9/26/11 0:00,11/18/11 0:00,Oregon,41,44.44277778,-121.38,1449,0,0
248264,FS,TENNESSEE CREEK,123, ,Human,9,1,F,0,1986,8/10/86 0:00,8/17/86 0:00,9/30/86 0:00,Idaho,16,44.44333333,-115.3666667,1900,0,0
248316,FS,LITTLE BEAVER,21,P4FN2Z,Natural,1,1,F,0,2010,7/27/10 0:00,10/24/10 0:00,10/24/10 0:00,Idaho,16,44.44527778,-115.5247222,1870,0,0
248596,FS,GENEVA #2     0863,83,P60771,Natural,1,1,F,0,2002,7/13/02 0:00,7/18/02 0:00,6/24/03 0:00,Oregon,41,44.45444444,-121.4302778,1130,0,0
248629,FS, ,40, ,Natural,1,1,F,0,1987,8/22/87 0:00,,,Idaho,16,44.455,-115.2466667,2080,0,0
248654,FS,MILL CR. PNF 848,70, ,Natural,1,1,F,0,1995,9/16/95 0:00,10/30/95 0:00,11/30/95 0:00,Oregon,41,44.45611111,-120.5147222,1231,0,0
248733,FS,LITTLE LOST,79, ,Natural,1,9,G,0,1988,9/7/88 0:00,9/17/88 0:00,10/31/88 0:00,Idaho,16,44.45833333,-113.405,6573,0,0
249185,FS,CRYSTAL,23,P46051,Natural,1,1,F,0,2003,7/19/03 0:00,8/15/03 0:00,9/1/03 0:00,Idaho,16,44.47222222,-115.07,1440,0,0
249296,FS,PORTER WFU,27, ,Natural,1,1,F,0,2004,7/16/04 0:00,10/25/04 0:00,10/25/04 0:00,Idaho,16,44.47583333,-115.5016667,2911,0,0
249353,FS,HASH ROCK   1086,54,P60770,Natural,1,1,G,0,2000,8/23/00 0:00,10/9/00 0:00,11/15/00 0:00,Oregon,41,44.47833333,-120.5875,18500,0,0
249464,FS,0741 BRIDGE CREEK,49,G6EF3Z,Natural,1,1,F,0,2008,8/7/08 0:00,8/25/08 0:00,12/1/08 0:00,Oregon,41,44.48277778,-120.2172222,4891,0,0
249644,FS,OR-MAF-105,49,P62164,Natural,1,1,G,0,2002,7/12/02 0:00,9/6/02 0:00,12/31/02 0:00,Oregon,41,44.48916667,-118.5083333,5692,0,0
249679,FS,0564 - MAXWELL FIRE,35,P6C03S,Natural,1,1,G,0,2006,7/24/06 0:00,9/9/06 0:00,11/16/06 0:00,Oregon,41,44.49083333,-120.1975,7145,0,0
249767,FS,MONUMENTAL,36,P4DR24,Natural,1,1,G,0,2007,7/17/07 0:00,9/25/07 0:00,10/31/07 0:00,Idaho,16,44.495,-115.6972222,174231,0,0
249774,FS,GUNBARREL,6,G2ED13,Natural,1,1,G,0,2008,7/26/08 0:00,9/27/08 0:00,12/15/08 0:00,Wyoming,56,44.495,-109.8225,68148,0,0
249845,FS,BOUNDARY,52,P4C28E,Natural,1,1,G,0,2006,8/7/06 0:00,11/13/06 0:00,11/13/06 0:00,Idaho,16,44.49861111,-115.2891667,11005,0,0
249933,FS,CROW,14,P27083,Natural,1,1,F,0,2000,8/15/00 0:00,8/24/00 0:00,9/8/00 0:00,Wyoming,56,44.50138889,-110.1013889,1418,0,0
249945,FS,TIMBER WFU,23,G4EKQ7,Natural,1,1,F,0,2008,9/15/08 0:00,,11/2/08 0:00,Idaho,16,44.50166667,-112.0225,1646,0,0
250098,FS,MOUNTAIN MEADOW,79,P4CYR4,Natural,1,1,F,0,2006,8/21/06 0:00,9/20/06 0:00,9/20/06 0:00,Idaho,16,44.5075,-115.3683333,2329,0,0
250195,FS,392,17,P6G44P,Natural,1,1,F,0,2012,8/5/12 0:00,8/17/12 0:00,10/17/12 0:00,Oregon,41,44.5125,-121.3852778,1341,0,0
250236,FS,EAST,47,P15562,Natural,1,1,G,0,2003,8/11/03 0:00,8/30/03 0:00,10/31/03 0:00,Wyoming,56,44.51388889,-110.1413889,18762,0,0
250376,FS,PIONEER CREEK,73, ,Human,27,1,G,0,1994,8/10/94 0:00,9/12/94 0:00,10/12/94 0:00,Idaho,16,44.51833333,-114.8516667,7848,0,0
250423,FS,RESERVIOR,20,PGFS4,Natural,1,1,F,0,2011,8/26/11 0:00,10/8/11 0:00,10/13/11 0:00,Wyoming,56,44.52027778,-107.42,2200,0,0
250491,FS,WILLOW,6,G4EHG9,Natural,1,1,G,0,2008,7/14/08 0:00,,,Idaho,16,44.52361111,-111.5644444,5664,0,0
250509,FS,TRAIL CREEK,44,P4C3GP,Natural,1,1,G,0,2006,8/7/06 0:00,9/20/06 0:00,10/25/06 0:00,Idaho,16,44.52472222,-114.9166667,35122,0,0
250559,FS,DEADWOOD,106, ,Natural,1,1,G,0,1987,7/29/87 0:00,11/1/87 0:00,12/1/87 0:00,Idaho,16,44.52666667,-115.5466667,49505,0,0
250573,FS,NORTH ELK,81,G4B6RR,Natural,1,1,G,0,2006,8/20/06 0:00,9/20/06 0:00,10/25/06 0:00,Idaho,16,44.5275,-115.4577778,6099,0,0
250590,FS,CORONET,272, ,Natural,1,1,G,0,1986,8/2/86 0:00,8/9/86 0:00,9/22/86 0:00,Oregon,41,44.52861111,-117.8508333,5000,0,0
250765,FS,YELLOWJACKET III,256, ,Natural,1,1,F,0,1989,7/26/89 0:00,8/24/89 0:00,11/1/89 0:00,Idaho,16,44.535,-115.73,1411,0,0
250806,FS,LITTLE CABIN 0745,7, ,Human,25,9,F,0,1996,7/29/96 0:00,8/4/96 0:00,8/5/96 0:00,Oregon,41,44.53694444,-121.3480556,2438,0,0
251068,FS,STOCKWELL,44, ,Natural,1,1,F,0,1996,8/26/96 0:00,9/16/96 0:00,10/1/96 0:00,Wyoming,56,44.54944444,-107.0602778,3400,0,0
251159,FS,DOOLEY MOUNTAIN,378, ,Human,9,1,G,0,1989,7/26/89 0:00,8/6/89 0:00,10/26/89 0:00,Oregon,41,44.55083333,-117.7952778,19640,0,0
251206,FS,PATTERSON,76,P4B5FG,Human,30,9,F,0,2005,8/29/05 0:00,9/3/05 0:00,9/15/05 0:00,Idaho,16,44.5525,-113.6830556,1185,0,0
251237,FS,WINSLOW / IDAHO,92,P10500,Natural,1,1,F,0,2003,8/14/03 0:00,9/2/03 0:00,11/20/03 0:00,Idaho,16,44.55361111,-111.9286111,4612,0,0
251327,FS,1056    WIZARD,258,WFHF01,Human,17,9,F,0,2008,9/25/08 0:00,10/4/08 0:00,12/15/08 0:00,Oregon,41,44.55666667,-121.6225,1800,0,0
251359,FS,0329  BRIDGE 99,86, ,Natural,1,1,G,0,2014,7/13/14 0:00,10/6/14 0:00,11/7/14 0:00,Oregon,41,44.55777778,-121.6061111,5084,0,0
251643,FS,DARK CANYON,271, ,Natural,1,1,F,0,1986,8/2/86 0:00,8/9/86 0:00,9/22/86 0:00,Oregon,41,44.5675,-117.7536111,2600,0,0
251722,FS,15,2,P6JJP1,Human,30,4,A,1,2015,2/17/15 0:00,,3/11/15 0:00,Oregon,41,44.57083333,-121.0583333,13698,2,30
251877,FS,VELVET,34,P4GD8J,Natural,1,1,F,0,2011,8/12/11 0:00,10/17/11 0:00,10/17/11 0:00,Idaho,16,44.57805556,-115.2497222,2831,0,0
252086,FS,LITTLE GOOSE,8,P2DV2M,Natural,1,1,F,0,2007,8/9/07 0:00,9/13/07 0:00,11/26/07 0:00,Wyoming,56,44.585,-107.0708333,4742,0,0
252175,FS,PUZZLE,138,P6C4KA,Human,30,9,G,0,2006,8/19/06 0:00,9/9/06 0:00,,Oregon,41,44.58972222,-121.8447222,6340,0,0
252189,FS,SUNFLOWER,273, ,Natural,1,1,G,0,1986,8/2/86 0:00,8/9/86 0:00,9/22/86 0:00,Oregon,41,44.59027778,-118.0958333,8170,0,0
252226,FS,CABOT CREEK,252, ,Natural,1,1,F,0,1987,8/31/87 0:00,10/16/87 0:00,11/4/87 0:00,Oregon,41,44.59222222,-121.7591667,2968,0,0
252423,FS,YELLOW,87,P4DR27,Natural,1,1,G,0,2007,7/31/07 0:00,8/9/07 0:00,10/31/07 0:00,Idaho,16,44.6,-115.7333333,7603,0,0
252447,FS,JEFFERSON 0482,30, ,Human,10,3,F,0,1996,7/8/96 0:00,9/16/96 0:00,10/31/96 0:00,Oregon,41,44.60055556,-121.6883333,3648,0,0
